0,45.0
1,67.0
2,62.0
3,88.0
4,134.0
5,186.0
6,331.0
7,395.0
8,448.0
9,735.0
10,1235.0
11,1766.0
12,2131.0
13,2384.0
14,2739.0
15,3463.0
16,4191.0
17,4590.0
18,4805.0
19,5489.0
20,4464.0
21,3424.0
22,2662.0
23,1930.0
24,1311.0
25,870.0
26,614.0
27,379.0
28,188.0
29,111.0
30,53.0
31,32.0
32,23.0
33,12.0
34,10.0
35,5.0
36,2.0
37,5.0
38,3.0
39,4.0
40,4.0
41,9.0
42,3.0
43,7.0
44,8.0
45,11.0
46,8.0
47,5.0
48,4.0
49,13.0
50,11.0
51,17.0
52,25.0
53,19.0
54,19.0
55,32.0
56,30.0
57,36.0
58,33.0
59,50.0
60,56.0
61,82.0
62,109.0
63,163.0
64,146.0
65,166.0
66,215.0
67,298.0
68,427.0
69,637.0
70,768.0
71,1009.0
72,1350.0
73,1893.0
74,2242.0
75,2600.0
76,2089.0
77,1483.0
78,1356.0
79,1208.0
80,1073.0
81,763.0
82,649.0
83,525.0
84,425.0
85,293.0
86,243.0
87,141.0
88,159.0
89,87.0
90,50.0
91,41.0
92,43.0
93,40.0
94,74.0
95,179.0
96,157.0
97,142.0
98,91.0
99,68.0
100,68.0
101,50.0
102,89.0
103,95.0
104,150.0
105,137.0
106,232.0
107,269.0
108,353.0
109,526.0
110,776.0
111,1245.0
112,1922.0
113,3282.0
114,4537.0
115,6034.0
116,6496.0
117,6541.0
118,7112.0
119,5928.0
120,5037.0
121,4008.0
122,3092.0
123,2441.0
124,2090.0
125,1825.0
126,1684.0
127,1450.0
128,1259.0
129,1020.0
130,843.0
131,599.0
132,415.0
133,332.0
134,279.0
135,188.0
136,150.0
137,129.0
138,98.0
139,101.0
140,86.0
141,89.0
142,74.0
143,47.0
144,67.0
145,42.0
146,27.0
147,50.0
148,45.0
149,22.0
150,12.0
151,44.0
152,36.0
153,61.0
154,48.0
155,71.0
156,78.0
157,89.0
158,77.0
159,97.0
160,202.0
161,301.0
162,424.0
163,645.0
164,828.0
165,1635.0
166,2166.0
167,3852.0
168,4759.0
169,5044.0
170,4851.0
171,4466.0
172,3801.0
173,2741.0
174,2257.0
175,1786.0
176,1391.0
177,1104.0
178,935.0
179,904.0
180,886.0
181,916.0
182,980.0
183,920.0
184,766.0
185,654.0
186,552.0
187,436.0
188,427.0
189,311.0
190,337.0
191,239.0
192,217.0
193,172.0
194,120.0
195,91.0
196,103.0
197,84.0
198,80.0
199,87.0
200,70.0
201,76.0
202,78.0
203,93.0
204,80.0
205,99.0
206,124.0
207,142.0
208,183.0
209,242.0
210,344.0
211,354.0
212,481.0
213,792.0
214,1072.0
215,1979.0
216,3106.0
217,4824.0
218,7662.0
219,10797.0
220,12878.0
221,10718.0
222,8702.0
223,8151.0
224,7499.0
225,6496.0
226,5316.0
227,3933.0
228,3182.0
229,2675.0
230,2541.0
231,2401.0
232,2084.0
233,1813.0
234,1588.0
235,1399.0
236,1035.0
237,708.0
238,547.0
239,465.0
240,315.0
241,246.0
242,189.0
243,155.0
244,137.0
245,129.0
246,102.0
247,102.0
248,78.0
249,75.0
250,58.0
251,57.0
252,79.0
253,61.0
254,78.0
255,75.0
256,111.0
257,132.0
258,157.0
259,130.0
260,166.0
261,105.0
262,130.0
263,94.0
264,96.0
265,108.0
266,132.0
267,132.0
268,89.0
269,141.0
270,144.0
271,175.0
272,224.0
273,272.0
274,452.0
275,552.0
276,772.0
277,1102.0
278,1605.0
279,2476.0
280,3628.0
281,4833.0
282,6206.0
283,7691.0
284,6133.0
285,4975.0
286,4065.0
287,2987.0
288,2531.0
289,2162.0
290,1598.0
291,1039.0
292,770.0
293,583.0
294,389.0
295,211.0
296,157.0
297,90.0
298,64.0
299,40.0
300,27.0
301,36.0
302,29.0
303,21.0
304,34.0
305,27.0
306,25.0
307,58.0
308,93.0
309,65.0
310,79.0
311,101.0
312,98.0
313,121.0
314,127.0
315,131.0
316,164.0
317,198.0
318,232.0
319,341.0
320,393.0
321,513.0
322,612.0
323,1198.0
324,2403.0
325,4140.0
326,4198.0
327,5033.0
328,6049.0
329,6364.0
330,8026.0
331,10541.0
332,11138.0
333,10830.0
334,7335.0
335,6870.0
336,6485.0
337,6235.0
338,5485.0
339,3881.0
340,2776.0
341,1873.0
342,1047.0
343,737.0
344,577.0
345,493.0
346,344.0
347,263.0
348,186.0
349,117.0
350,99.0
351,91.0
352,62.0
353,60.0
354,62.0
355,59.0
356,53.0
357,48.0
358,51.0
359,65.0
360,84.0
361,110.0
362,141.0
363,144.0
364,172.0
365,224.0
366,246.0
367,249.0
368,312.0
369,553.0
370,713.0
371,1008.0
372,1347.0
373,1732.0
374,2987.0
375,5044.0
376,10280.0
377,13328.0
378,14862.0
379,17348.0
380,17296.0
381,20042.0
382,20143.0
383,20140.0
384,18033.0
385,12410.0
386,8313.0
387,5904.0
388,5275.0
389,4661.0
390,4276.0
391,3204.0
392,2549.0
393,1842.0
394,1361.0
395,916.0
396,512.0
397,282.0
398,151.0
399,66.0
400,61.0
401,24.0
402,21.0
403,26.0
404,24.0
405,23.0
406,24.0
407,26.0
408,21.0
409,23.0
410,19.0
411,40.0
412,28.0
413,60.0
414,62.0
415,80.0
416,87.0
417,94.0
