,REGION TYPE,REGION,TOTAL SPECIMENS,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),B,H3N2v,TOTAL A,TOTAL B,date,Confirmed_Infections
296,States,Montana,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-12,0.0
297,States,Nebraska,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-12,0.0
299,States,New Hampshire,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-12,0.0
301,States,New Mexico,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-12,0.0
302,States,New York,407.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,14.0,0.0,2010-11-12,14.0
303,States,North Carolina,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-11-12,1.0
304,States,North Dakota,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-12,0.0
305,States,Ohio,68.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2010-11-12,3.0
306,States,Oklahoma,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-12,0.0
307,States,Oregon,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-12,0.0
308,States,Pennsylvania,177.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,2010-11-12,5.0
310,States,South Carolina,117.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2010-11-12,4.0
311,States,South Dakota,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-12,0.0
312,States,Tennessee,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-12,0.0
313,States,Texas,499.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,5.0,4.0,2010-11-12,9.0
314,States,Utah,270.0,2.0,0.0,16.0,3.0,0.0,1.0,0.0,21.0,1.0,2010-11-12,22.0
316,States,Virginia,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-12,0.0
317,States,Washington,162.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-11-12,1.0
318,States,West Virginia,171.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2010-11-12,3.0
319,States,Wisconsin,109.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-11-12,1.0
320,States,Wyoming,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-12,0.0
322,States,Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-12,0.0
324,States,Alabama,97.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,1.0,16.0,2010-11-19,17.0
325,States,Alaska,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-19,0.0
326,States,Arizona,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-11-19,1.0
327,States,Arkansas,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-11-19,1.0
328,States,California,275.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,2.0,11.0,2010-11-19,13.0
329,States,Colorado,154.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2010-11-19,3.0
330,States,Connecticut,84.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2010-11-19,3.0
331,States,Delaware,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-11-19,1.0
332,States,District of Columbia,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-11-19,1.0
334,States,Georgia,628.0,2.0,0.0,3.0,4.0,0.0,110.0,0.0,9.0,110.0,2010-11-19,119.0
335,States,Hawaii,194.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,6.0,2010-11-19,8.0
337,States,Illinois,29.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2010-11-19,3.0
338,States,Indiana,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-19,0.0
339,States,Iowa,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-19,0.0
340,States,Kansas,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-19,0.0
341,States,Kentucky,45.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2010-11-19,4.0
342,States,Louisiana,162.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,7.0,2.0,2010-11-19,9.0
344,States,Maryland,42.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,2010-11-19,6.0
345,States,Massachusetts,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-11-19,1.0
347,States,Minnesota,100.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,2010-11-19,10.0
348,States,Mississippi,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2010-11-19,4.0
349,States,Missouri,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-19,0.0
351,States,Nebraska,33.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2010-11-19,2.0
352,States,Nevada,18.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2010-11-19,3.0
353,States,New Hampshire,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-19,0.0
355,States,New Mexico,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2010-11-19,1.0
356,States,New York,421.0,0.0,0.0,14.0,12.0,0.0,0.0,0.0,26.0,0.0,2010-11-19,26.0
357,States,North Carolina,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2010-11-19,2.0
358,States,North Dakota,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-19,0.0
359,States,Ohio,58.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,2010-11-19,6.0
360,States,Oklahoma,68.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,2010-11-19,4.0
361,States,Oregon,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-19,0.0
362,States,Pennsylvania,204.0,3.0,0.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,2010-11-19,12.0
364,States,South Carolina,118.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2010-11-19,2.0
365,States,South Dakota,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-19,0.0
366,States,Tennessee,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-19,0.0
367,States,Texas,447.0,0.0,0.0,3.0,3.0,0.0,10.0,0.0,6.0,10.0,2010-11-19,16.0
368,States,Utah,277.0,3.0,0.0,27.0,10.0,0.0,0.0,0.0,40.0,0.0,2010-11-19,40.0
370,States,Virginia,63.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-11-19,1.0
371,States,Washington,152.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,2010-11-19,5.0
372,States,West Virginia,176.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,2010-11-19,5.0
373,States,Wisconsin,122.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2010-11-19,2.0
374,States,Wyoming,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-19,0.0
376,States,Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-19,0.0
378,States,Alabama,97.0,2.0,0.0,3.0,0.0,0.0,12.0,0.0,5.0,12.0,2010-11-26,17.0
379,States,Alaska,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-26,0.0
380,States,Arizona,69.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,8.0,1.0,2010-11-26,9.0
381,States,Arkansas,36.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2010-11-26,2.0
382,States,California,223.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,5.0,2010-11-26,6.0
383,States,Colorado,205.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,11.0,0.0,2010-11-26,11.0
384,States,Connecticut,79.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2010-11-26,2.0
385,States,Delaware,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-26,0.0
388,States,Georgia,861.0,0.0,0.0,2.0,7.0,0.0,153.0,0.0,9.0,153.0,2010-11-26,162.0
389,States,Hawaii,163.0,0.0,0.0,2.0,3.0,0.0,7.0,0.0,5.0,7.0,2010-11-26,12.0
391,States,Illinois,38.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,2010-11-26,5.0
392,States,Indiana,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-26,0.0
393,States,Iowa,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2010-11-26,1.0
394,States,Kansas,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-26,0.0
395,States,Kentucky,51.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2010-11-26,4.0
396,States,Louisiana,136.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,4.0,5.0,2010-11-26,9.0
398,States,Maryland,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-11-26,1.0
399,States,Massachusetts,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-26,0.0
401,States,Minnesota,104.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,2010-11-26,16.0
403,States,Missouri,184.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2010-11-26,1.0
404,States,Montana,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2010-11-26,2.0
405,States,Nebraska,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-26,0.0
407,States,New Hampshire,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2010-11-26,2.0
410,States,New York,534.0,0.0,0.0,10.0,17.0,0.0,1.0,0.0,27.0,1.0,2010-11-26,28.0
411,States,North Carolina,12.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2010-11-26,4.0
412,States,North Dakota,49.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2010-11-26,2.0
413,States,Ohio,64.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2010-11-26,2.0
414,States,Oklahoma,48.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2010-11-26,1.0
415,States,Oregon,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-26,0.0
416,States,Pennsylvania,135.0,1.0,0.0,14.0,1.0,0.0,2.0,0.0,16.0,2.0,2010-11-26,18.0
418,States,South Carolina,61.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2010-11-26,2.0
419,States,South Dakota,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2010-11-26,1.0
420,States,Tennessee,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-26,0.0
421,States,Texas,446.0,0.0,0.0,4.0,12.0,0.0,11.0,0.0,16.0,11.0,2010-11-26,27.0
422,States,Utah,294.0,0.0,0.0,31.0,3.0,0.0,3.0,0.0,34.0,3.0,2010-11-26,37.0
424,States,Virginia,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-11-26,1.0
425,States,Washington,143.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,7.0,0.0,2010-11-26,7.0
426,States,West Virginia,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-26,0.0
427,States,Wisconsin,91.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2010-11-26,3.0
428,States,Wyoming,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-26,0.0
430,States,Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-26,0.0
432,States,Alabama,89.0,0.0,0.0,3.0,0.0,0.0,13.0,0.0,3.0,13.0,2010-12-03,16.0
433,States,Alaska,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-03,0.0
434,States,Arizona,104.0,2.0,0.0,10.0,0.0,0.0,2.0,0.0,12.0,2.0,2010-12-03,14.0
435,States,Arkansas,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2010-12-03,2.0
436,States,California,327.0,2.0,0.0,0.0,1.0,0.0,13.0,0.0,3.0,13.0,2010-12-03,16.0
437,States,Colorado,196.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,9.0,0.0,2010-12-03,9.0
438,States,Connecticut,97.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2010-12-03,3.0
439,States,Delaware,90.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,2010-12-03,5.0
440,States,District of Columbia,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-03,0.0
442,States,Georgia,740.0,0.0,0.0,1.0,7.0,0.0,125.0,0.0,8.0,125.0,2010-12-03,133.0
443,States,Hawaii,123.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,2.0,15.0,2010-12-03,17.0
445,States,Illinois,32.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,2010-12-03,6.0
446,States,Indiana,114.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2010-12-03,3.0
447,States,Iowa,75.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2010-12-03,4.0
448,States,Kansas,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-12-03,1.0
449,States,Kentucky,20.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,5.0,2010-12-03,14.0
450,States,Louisiana,178.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,6.0,2.0,2010-12-03,8.0
452,States,Maryland,25.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,2010-12-03,4.0
453,States,Massachusetts,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-03,0.0
455,States,Minnesota,118.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,2010-12-03,9.0
457,States,Missouri,181.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2010-12-03,3.0
458,States,Montana,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-12-03,1.0
459,States,Nebraska,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-03,0.0
461,States,New Hampshire,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-03,0.0
463,States,New Mexico,16.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,2010-12-03,4.0
464,States,New York,654.0,0.0,0.0,19.0,17.0,0.0,0.0,0.0,36.0,0.0,2010-12-03,36.0
465,States,North Carolina,23.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,4.0,2010-12-03,7.0
466,States,North Dakota,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-12-03,1.0
467,States,Ohio,38.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2010-12-03,3.0
468,States,Oklahoma,50.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,0.0,2010-12-03,5.0
469,States,Oregon,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-12-03,1.0
470,States,Pennsylvania,206.0,1.0,0.0,13.0,1.0,0.0,4.0,0.0,15.0,4.0,2010-12-03,19.0
472,States,South Carolina,109.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2010-12-03,4.0
473,States,South Dakota,24.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2010-12-03,3.0
474,States,Tennessee,37.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2010-12-03,2.0
475,States,Texas,520.0,2.0,0.0,7.0,9.0,0.0,7.0,0.0,18.0,7.0,2010-12-03,25.0
476,States,Utah,341.0,4.0,0.0,38.0,8.0,0.0,2.0,0.0,50.0,2.0,2010-12-03,52.0
478,States,Virginia,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-03,0.0
479,States,Washington,175.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,9.0,0.0,2010-12-03,9.0
480,States,West Virginia,152.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2010-12-03,2.0
481,States,Wisconsin,119.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,2010-12-03,5.0
482,States,Wyoming,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2010-12-03,2.0
484,States,Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-03,0.0
486,States,Alabama,106.0,1.0,0.0,1.0,0.0,0.0,36.0,0.0,2.0,36.0,2010-12-10,38.0
487,States,Alaska,37.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2010-12-10,2.0
488,States,Arizona,140.0,1.0,0.0,43.0,0.0,0.0,11.0,0.0,44.0,11.0,2010-12-10,55.0
489,States,Arkansas,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2010-12-10,1.0
490,States,California,324.0,1.0,0.0,5.0,1.0,0.0,11.0,0.0,7.0,11.0,2010-12-10,18.0
491,States,Colorado,245.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,13.0,0.0,2010-12-10,13.0
492,States,Connecticut,112.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,2010-12-10,23.0
493,States,Delaware,92.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2010-12-10,2.0
494,States,District of Columbia,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-10,0.0
496,States,Georgia,764.0,1.0,0.0,5.0,3.0,0.0,131.0,0.0,9.0,131.0,2010-12-10,140.0
497,States,Hawaii,184.0,0.0,0.0,3.0,2.0,0.0,24.0,0.0,5.0,24.0,2010-12-10,29.0
499,States,Illinois,52.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,2010-12-10,15.0
500,States,Indiana,108.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,2010-12-10,5.0
501,States,Iowa,82.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2010-12-10,3.0
503,States,Kentucky,75.0,13.0,0.0,4.0,1.0,0.0,1.0,0.0,18.0,1.0,2010-12-10,19.0
504,States,Louisiana,217.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,2.0,11.0,2010-12-10,13.0
506,States,Maryland,41.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,8.0,0.0,2010-12-10,8.0
507,States,Massachusetts,24.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2010-12-10,2.0
508,States,Michigan,13.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,5.0,1.0,2010-12-10,6.0
509,States,Minnesota,148.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,14.0,1.0,2010-12-10,15.0
511,States,Missouri,226.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,10.0,0.0,2010-12-10,10.0
512,States,Montana,45.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2010-12-10,3.0
513,States,Nebraska,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2010-12-10,1.0
514,States,Nevada,19.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,2010-12-10,7.0
515,States,New Hampshire,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-12-10,1.0
517,States,New Mexico,21.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,2010-12-10,3.0
518,States,New York,538.0,4.0,0.0,43.0,16.0,0.0,1.0,0.0,63.0,1.0,2010-12-10,64.0
519,States,North Carolina,16.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,2010-12-10,4.0
520,States,North Dakota,45.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2010-12-10,3.0
521,States,Ohio,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-10,0.0
522,States,Oklahoma,55.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,2010-12-10,6.0
523,States,Oregon,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-10,0.0
524,States,Pennsylvania,191.0,2.0,0.0,26.0,1.0,0.0,2.0,0.0,29.0,2.0,2010-12-10,31.0
526,States,South Carolina,132.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,3.0,2010-12-10,5.0
527,States,South Dakota,31.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,2.0,2010-12-10,5.0
528,States,Tennessee,60.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,4.0,2010-12-10,6.0
529,States,Texas,549.0,1.0,0.0,16.0,11.0,0.0,21.0,0.0,28.0,21.0,2010-12-10,49.0
530,States,Utah,387.0,13.0,0.0,78.0,20.0,0.0,0.0,0.0,111.0,0.0,2010-12-10,111.0
532,States,Virginia,60.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,3.0,3.0,2010-12-10,6.0
533,States,Washington,206.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,7.0,0.0,2010-12-10,7.0
534,States,West Virginia,147.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2010-12-10,3.0
535,States,Wisconsin,136.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2010-12-10,3.0
536,States,Wyoming,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-10,0.0
538,States,Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-10,0.0
540,States,Alabama,130.0,0.0,0.0,6.0,0.0,0.0,50.0,0.0,6.0,50.0,2010-12-17,56.0
541,States,Alaska,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-12-17,1.0
542,States,Arizona,175.0,9.0,0.0,63.0,0.0,0.0,17.0,0.0,72.0,17.0,2010-12-17,89.0
543,States,Arkansas,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2010-12-17,4.0
544,States,California,321.0,2.0,0.0,4.0,1.0,0.0,10.0,0.0,7.0,10.0,2010-12-17,17.0
545,States,Colorado,259.0,0.0,0.0,12.0,9.0,0.0,2.0,0.0,21.0,2.0,2010-12-17,23.0
546,States,Connecticut,110.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,21.0,0.0,2010-12-17,21.0
547,States,Delaware,98.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,1.0,2010-12-17,5.0
548,States,District of Columbia,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2010-12-17,2.0
550,States,Georgia,1057.0,1.0,0.0,14.0,14.0,0.0,215.0,0.0,29.0,215.0,2010-12-17,244.0
551,States,Hawaii,266.0,0.0,0.0,5.0,2.0,0.0,25.0,0.0,7.0,25.0,2010-12-17,32.0
553,States,Illinois,48.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,17.0,0.0,2010-12-17,17.0
554,States,Indiana,98.0,4.0,0.0,4.0,3.0,0.0,5.0,0.0,11.0,5.0,2010-12-17,16.0
555,States,Iowa,82.0,2.0,0.0,11.0,0.0,0.0,6.0,0.0,13.0,6.0,2010-12-17,19.0
556,States,Kansas,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2010-12-17,3.0
557,States,Kentucky,80.0,17.0,0.0,5.0,0.0,0.0,10.0,0.0,22.0,10.0,2010-12-17,32.0
558,States,Louisiana,303.0,0.0,0.0,0.0,12.0,0.0,59.0,0.0,12.0,59.0,2010-12-17,71.0
559,States,Maine,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2010-12-17,2.0
560,States,Maryland,54.0,4.0,0.0,3.0,9.0,0.0,1.0,0.0,16.0,1.0,2010-12-17,17.0
561,States,Massachusetts,29.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,2010-12-17,6.0
562,States,Michigan,11.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,2010-12-17,4.0
563,States,Minnesota,156.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,2010-12-17,9.0
565,States,Missouri,222.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,19.0,0.0,2010-12-17,19.0
566,States,Montana,37.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,2010-12-17,10.0
567,States,Nebraska,46.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2010-12-17,2.0
568,States,Nevada,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,2010-12-17,6.0
569,States,New Hampshire,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-17,0.0
571,States,New Mexico,19.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,2010-12-17,6.0
572,States,New York,697.0,4.0,0.0,49.0,19.0,0.0,2.0,0.0,72.0,2.0,2010-12-17,74.0
573,States,North Carolina,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2010-12-17,2.0
574,States,North Dakota,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-12-17,1.0
575,States,Ohio,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-12-17,0.0
576,States,Oklahoma,76.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2010-12-17,3.0
577,States,Oregon,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2010-12-17,1.0
578,States,Pennsylvania,240.0,5.0,0.0,41.0,5.0,0.0,6.0,0.0,51.0,6.0,2010-12-17,57.0
